"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ЛКЭ. Тест прикрепления тарифа к ДУ c ГВ: создаем базовый ДУ и сразу прикрепляем существующий тариф - Первый в списке","18397","test_tariff_attach_client_lke[lke]","tests","Mon Sep 29 01:08:13 SAMT 2025","passed","Mon Sep 29 01:08:31 SAMT 2025","","test_tariff_attach_lke","",""
"ЛКП. Тест копирования FTL тарифа: фильтр - ПБ, тип - Пробег, маршрут - Старый, название - ПБ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","8410","test_ftl_ml_tariff_copy_lkp[lkp]","tests","Mon Sep 29 01:17:10 SAMT 2025","passed","Mon Sep 29 01:17:18 SAMT 2025","","test_tariff_edit_lkp","",""
"ЛКЗ Тест фильтра 'Адреса' в разделе справочники","109405","test_address_directory_lkz[lkz]","tests","Sun Sep 28 22:57:50 SAMT 2025","failed","Sun Sep 28 22:59:40 SAMT 2025","","test_filter_directory_lkz","",""
"ЛКЗ. Тест копирования FTL тарифа: фильтр - ПБ, тип - Пробег, маршрут - Старый, название - ПБ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","9582","test_ftl_ml_tariff_copy_lkz[lkz]","tests","Mon Sep 29 01:19:49 SAMT 2025","passed","Mon Sep 29 01:19:59 SAMT 2025","","test_tariff_edit_lkz","",""
"ЛКП. Тест сортировок списка тарифов по всем столбцам","15989","test_sorting_tariff_lkp[lkp]","tests","Mon Sep 29 00:45:12 SAMT 2025","passed","Mon Sep 29 00:45:28 SAMT 2025","","test_sorting","",""
"ЛКЭ. Тест создания договора с внутренним ПВ: номер - №-timestamp, срок - с Сегодня по 45 год, автоформирование реестров - Отключено.","12832","test_agreement_inter_contractor_add_lke[lke]","tests","Sun Sep 28 22:01:50 SAMT 2025","passed","Sun Sep 28 22:02:03 SAMT 2025","","test_agreement_add_lke","",""
"ЛКЭ. Тест делегирования пользователю права управления ЛК внутр. ПВ: делегируем - Второму, отменяем - Третьему","2122","test_delegation_inner_producer_lke[lke]","tests","Sun Sep 28 22:25:17 SAMT 2025","passed","Sun Sep 28 22:25:20 SAMT 2025","","test_delegation_to_user_lke","",""
"ЛКЭ. Тест создания и редактирования ПП внутр ПВ: 1) создаем ПП: номер - ВПП-timestamp, модель - Полуприцеп, выпуск - 2023г, собственник - Подрядчик, тип - Грузовая, кузов - Тентованный, грузоподемность/объем/паллет/высота - Макс., доп.парам - Все2) редактируем ПП: тип - Грузовая, кузов - Фургон, грузоподемность/объем/паллет/высота - Мин, доп.парам - Нет","9026","test_semitrailer_inner_edit_lke[lke]","tests","Mon Sep 29 02:01:48 SAMT 2025","broken","Mon Sep 29 02:01:57 SAMT 2025","","test_vehicle_edit_lke","",""
"ЛКЗ. Тест прикрепления тарифа к ДУ c ПВ: создаем базовый ДУ и сразу прикрепляем существующий тариф - Первый в списке","12719","test_tariff_attach_producer_lkz[lkz]","tests","Mon Sep 29 01:10:12 SAMT 2025","passed","Mon Sep 29 01:10:25 SAMT 2025","","test_tariff_attach_lkz","",""
"ЛКЗ. Тест создания FTL тарифа: тип - Фиксированный, маршрут - Екб-Уфа, название - ГГ-timestamp, ТС - 1.5т/9м3/4п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","28463","test_ftl_cc_tariff_add_lkz[lkz]","tests","Mon Sep 29 01:26:58 SAMT 2025","broken","Mon Sep 29 01:27:27 SAMT 2025","","test_tariff_ftl_add_lkz","",""
"ЛКЗ, Тестирование: Создание ФТЛ заявки - город, грузоперевозка, новое ГМ, публикация на ЛКП","27151","test_add_new_ftl_lkz_lkp[lkz]","","Mon Sep 01 18:00:36 SAMT 2025","broken","Mon Sep 01 18:01:03 SAMT 2025","","","",""
"ЛКЗ. Тест создания ДУ с ПВ: номер - №-timestamp, срок - с Сегодня по 40 год, коммент - ДУ создано автотестом","25548","test_extra_agreements_producer_add_lkz[lkz]","tests","Sun Sep 28 22:41:23 SAMT 2025","failed","Sun Sep 28 22:41:48 SAMT 2025","","test_extra_agreement_add_lkz","",""
"ЛКЗ. Тест сортировок списков документов и застрахованных рейсов по всем столбцам","0","test_sorting_documents_lkz[lkz]","tests","Mon Sep 29 00:41:39 SAMT 2025","broken","Mon Sep 29 00:41:39 SAMT 2025","","test_sorting","",""
"ЛКЭ. Тест создания ГМ Экс с влож ГМ ГВ:  тип - Короб, кол-во/вес/объем/цена/температура - Рандом, статус - Новое, название/накладная/штрихкод/пломба/внешний id - ГМ-timestamp, адреса - Первые из списка, гм - Удаляем","123652","test_cargo_place_own_add_lke[lke]","tests","Sun Sep 28 22:07:43 SAMT 2025","broken","Sun Sep 28 22:09:46 SAMT 2025","","test_cargo_place_add","",""
"ЛКЭ. Тест назначения пользователя в Подразделение","40606","test_user_subdivision_lke[lke]","tests","Mon Sep 29 01:48:58 SAMT 2025","passed","Mon Sep 29 01:49:39 SAMT 2025","","test_user_operations_lke","",""
"ЛКЗ. Тест маршрутизации ГМ: создаем - ГМ, маршрутизируем - ТС 20т/90м3/ 33пал","91373","test_cargo_place_routing_lkz[lkz]","tests","Sun Sep 28 22:14:42 SAMT 2025","passed","Sun Sep 28 22:16:14 SAMT 2025","","test_cargo_place_operations","",""
"ЛКП, Назначение пользователя в подразделение","11038","test_accept_user_to_division_lkp[lkp]","tests","Mon Sep 29 01:06:01 SAMT 2025","passed","Mon Sep 29 01:06:12 SAMT 2025","","test_subdivision_lkp","",""
"ЛКП. Тест фильтров в разделе Активные old FTL-заявки ","5217","test_filter_old_ftl_lkp[lkp]","tests","Sun Sep 28 23:10:10 SAMT 2025","failed","Sun Sep 28 23:10:15 SAMT 2025","","test_filter_old_ftl","",""
"ЛКП. Тест сортировок списка заказчиков по всем столбцам","20425","test_sorting_contractor_lkp[lkp]","tests","Mon Sep 29 00:38:17 SAMT 2025","passed","Mon Sep 29 00:38:37 SAMT 2025","","test_sorting","",""
"ЛКЭ. Тест создания водителя внутр КА: ка - Первый в списке, ФИО - ВФИО-timestamp, паспорт/права - РФ, № паспорт/код/права/тлф. - Рандом, добавить/убрать - 2 и 1 ТС, работа - останавливаем/востанавливаем/увольняем","33214","test_inner_driver_add_lke[lke]","tests","Sun Sep 28 22:28:17 SAMT 2025","passed","Sun Sep 28 22:28:51 SAMT 2025","","test_driver_add_lke","",""
"ЛКП. Тест бокового меню: переход по всем вкладкам, ожидание прогрузки, проверка вкладки по названию","12304","test_sidebar_lkp[lkp]","tests","Mon Sep 29 00:24:08 SAMT 2025","failed","Mon Sep 29 00:24:20 SAMT 2025","","test_sidebar","",""
"ЛКЗ, Тестирование: фильтры в разделе ""Отправления""","18736","test_filter_departures_lkz[lkz]","tests","Sun Sep 28 23:06:15 SAMT 2025","passed","Sun Sep 28 23:06:34 SAMT 2025","","test_filter_lkz","",""
"ЛКЭ. Тест создания FTL тарифа: тип - Фиксированный, маршрут - Екб-Уфа, название - ГГ-timestamp, ТС - 1.5т/9м3/4п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","28239","test_ftl_cc_tariff_add_lke[lke]","tests","Mon Sep 29 01:21:22 SAMT 2025","broken","Mon Sep 29 01:21:50 SAMT 2025","","test_tariff_ftl_add_lke","",""
"ЛКЭ. Тест редактирования профиля: адреса - А-timestamp, тлф - Рандом, налогообложение - Перебор всех вариантов без сохранения, документообор - Вкл./Выкл, ссылка контура - Копирование, счет - 405+Рандом, бик - Фикс.","40266","test_profile_edit_lke[lke]","tests","Sun Sep 28 23:54:16 SAMT 2025","passed","Sun Sep 28 23:54:56 SAMT 2025","","test_profile_edit","",""
"ЛКЭ, Тестирование: фильтры в разделе ""Грузоместа""","119029","test_filter_gm_lke[lke]","tests","Sun Sep 28 23:01:31 SAMT 2025","broken","Sun Sep 28 23:03:30 SAMT 2025","","test_filter_lke","",""
"ЛКЗ Тест фильтра 'Тарифы' в разделе справочники","48744","test_tariff_directory_lkz[lkz]","tests","Sun Sep 28 22:59:54 SAMT 2025","passed","Sun Sep 28 23:00:43 SAMT 2025","","test_filter_directory_lkz","",""
"ЛКЭ. Тест удаления тарифа: тариф - Первый в списке","4169","test_tariff_delete_lke[lke]","tests","Mon Sep 29 01:10:43 SAMT 2025","passed","Mon Sep 29 01:10:47 SAMT 2025","","test_tariff_edit_lke","",""
"ЛКЭ. Тест создания ГМ ГВ: тип - Короб, кол-во/вес/объем/цена/температура - Рандом, статус - Новое, название/накладная/штрихкод/пломба/внешний id - ГМ-timestamp, адреса - Первые из списка.","123562","test_cargo_place_from_lkz_add_lke[lke]","tests","Sun Sep 28 22:05:16 SAMT 2025","broken","Sun Sep 28 22:07:20 SAMT 2025","","test_cargo_place_add","",""
"ЛКЭ. Тест создания договора с ПВ: номер - №-timestamp, срок - с Сегодня по 45 год, автоформирование реестров - Отключено.","12904","test_agreement_producer_add_lke[lke]","tests","Sun Sep 28 22:01:19 SAMT 2025","passed","Sun Sep 28 22:01:32 SAMT 2025","","test_agreement_add_lke","",""
"ЛКП. Тест копирования ПРР тарифа: фильтр - ПРР, название - ПРР-timestamp, спец. - Старый, минималка/доплата/МКАД - Рандом, оригинал - Удаляем","10324","test_tariff_luo_copy_lkp[lkp]","tests","Mon Sep 29 01:15:51 SAMT 2025","passed","Mon Sep 29 01:16:01 SAMT 2025","","test_tariff_edit_lkp","",""
"ЛКЗ. Тест удаления тарифа: тариф - Первый в списке","4108","test_tariff_delete_lkz[lkz]","tests","Mon Sep 29 01:18:02 SAMT 2025","passed","Mon Sep 29 01:18:07 SAMT 2025","","test_tariff_edit_lkz","",""
"ЛКЭ. Тест прикрепления и открепления договора страхования к ГВ","73528","test_insurance_contract_attach_lke[lke]","tests","Sun Sep 28 23:18:22 SAMT 2025","broken","Sun Sep 28 23:19:36 SAMT 2025","","test_insurance_operations","",""
"ЛКП Тест фильтра 'Полуприцепы' в разделе справочники","51067","test_trailer_directory_lke[lke]","tests","Sun Sep 28 22:46:52 SAMT 2025","passed","Sun Sep 28 22:47:43 SAMT 2025","","test_filter_directory_lke","",""
"ЛКЭ. Тест копирования FTL тарифа: фильтр - ГГ, тип - Фиксированный, маршрут - Старый, название - ГГ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","8492","test_tariff_ftl_cc_copy_lke[lke]","tests","Mon Sep 29 01:13:14 SAMT 2025","passed","Mon Sep 29 01:13:22 SAMT 2025","","test_tariff_edit_lke","",""
"ЛКЗ. Тест сортировок списка грузомест по всем столбцам","55577","test_sorting_cargo_place_lkz[lkz]","tests","Mon Sep 29 00:34:11 SAMT 2025","passed","Mon Sep 29 00:35:06 SAMT 2025","","test_sorting","",""
"ЛКЭ Тест фильтра 'тягачи' в разделе справочники","31460","test_tractors_directory_lke[lke]","tests","Sun Sep 28 22:45:54 SAMT 2025","failed","Sun Sep 28 22:46:26 SAMT 2025","","test_filter_directory_lke","",""
"Создания внутреннего подрядчика","405970","test_create_inner_producer[lke]","tests","Mon Sep 29 00:04:27 SAMT 2025","broken","Mon Sep 29 00:11:13 SAMT 2025","","test_registration","",""
"ЛКЗ. Тест фильтров в разделе Застрахованные Рейсы ","6993","test_filter_insured_order_lkz[lkz]","tests","Sun Sep 28 23:13:32 SAMT 2025","failed","Sun Sep 28 23:13:39 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЭ. Тест фильтров в разделе Отложенные Рейсы ","12489","test_filter_delayed_order_lke[lke]","tests","Sun Sep 28 23:12:13 SAMT 2025","failed","Sun Sep 28 23:12:26 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ Тест фильтра 'Адреса' в разделе справочники","77291","test_address_directory_lke[lke]","tests","Sun Sep 28 22:42:02 SAMT 2025","passed","Sun Sep 28 22:43:20 SAMT 2025","","test_filter_directory_lke","",""
"ЛКЗ. Тест сортировок списка реестров по всем столбцам","60213","test_sorting_registries_lkz[lkz]","tests","Mon Sep 29 00:38:55 SAMT 2025","broken","Mon Sep 29 00:39:55 SAMT 2025","","test_sorting","",""
"ЛКЗ, Тестирование: Принятие ФТЛ заявки за ЛКП и завершение","69017","test_confirm_new_ftl_lke_lkp[lkp]","tests","Sun Sep 28 21:55:19 SAMT 2025","broken","Sun Sep 28 21:56:28 SAMT 2025","","test_new_cdr","",""
"ЛКП. Тест копирования LTL тарифа: фильтр - LTL, название - LTL-timestamp, тип - Старый, мин.вес/объем вес/сбор прям./сбор обр. - Рандом, регион - Старый, минималка/доплата/темп.коэф/срок - Рандом, оригинал - Удаляем","8340","test_tariff_ltl_copy_lkp[lkp]","tests","Mon Sep 29 01:17:36 SAMT 2025","passed","Mon Sep 29 01:17:44 SAMT 2025","","test_tariff_edit_lkp","",""
"ЛКЭ. Тест создания Тягача Внутр. ПВ: номер - ВТЯГ-timestamp, модель - Тягач, выпуск - 2023г, собственник - Подрядчик, добавить/заменить - ПП, эксплуатация - останавливаем/восстанавливаем","9158","test_tractor2_inner_add_lke[lke]","tests","Mon Sep 29 01:58:12 SAMT 2025","broken","Mon Sep 29 01:58:21 SAMT 2025","","test_vehicle_add_lke","",""
"ЛКЭ Тест фильтра 'водители' в разделе справочники","77372","test_drivers_directory_lke[lke]","tests","Sun Sep 28 22:44:23 SAMT 2025","broken","Sun Sep 28 22:45:40 SAMT 2025","","test_filter_directory_lke","",""
"ЛКЭ. Тест создания ТС Экс: номер - ТС-timestamp, модель - Монорамник, выпуск - 2023г, собственник - Подрядчик, тип - Грузовой, кузов - Тент, грузоподемность/объем/палеты/высота - Рандом, добавить/убрать - 2 и 1 водителя, эксплуатация - останавливаем/восстанавливаем/завершаем","30767","test_transport_add_lke[lke]","tests","Mon Sep 29 01:52:02 SAMT 2025","failed","Mon Sep 29 01:52:33 SAMT 2025","","test_vehicle_add_lke","",""
"ЛКЭ. Тест сортировок списков заявок по всем столбцам","41520","test_sorting_requests_lke[lke]","tests","Mon Sep 29 00:25:46 SAMT 2025","passed","Mon Sep 29 00:26:28 SAMT 2025","","test_sorting","",""
"ЛКП. Тест создания Тягача: номер - ТЯГ-timestamp, модель - Тягач, выпуск - 2023г, собственник - Подрядчик, добавить/убрать - 2 и 1 водителя, эксплуатация - останавливаем/восстанавливаем","19507","test_tractor1_add_lkp[lkp]","tests","Mon Sep 29 02:00:13 SAMT 2025","failed","Mon Sep 29 02:00:33 SAMT 2025","","test_vehicle_add_lkp","",""
"ЛКЭ. Тест создания FTL тарифа: тип - Фиксированный, маршрут - Точка-Точка, название - ТТ-timestamp, ТС - 1.5т/9м3/4п, адреса - Первый и Второй в списке, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","83010","test_ftl_pp_tariff_add_lke[lke]","tests","Mon Sep 29 01:22:04 SAMT 2025","passed","Mon Sep 29 01:23:27 SAMT 2025","","test_tariff_ftl_add_lke","",""
"ЛКП. Тест прикрепления тарифа к ДУ c ГВ: создаем базовый ДУ и сразу прикрепляем существующий тариф - Первый в списке","9964","test_tariff_attach_client_lkp[lkp]","tests","Mon Sep 29 01:09:44 SAMT 2025","passed","Mon Sep 29 01:09:54 SAMT 2025","","test_tariff_attach_lkp","",""
"ЛКЗ, Тестирование: Создание ФТЛ заявки - город, грузоперевозка, новое ГМ, публикация, все допы.","119405","test_add_new_ftl_lkz_dop[lkz]","tests","Sun Sep 28 23:31:06 SAMT 2025","broken","Sun Sep 28 23:33:06 SAMT 2025","","test_new_cdr","",""
"ЛКЭ. Тест создания FTL тарифа: тип - Пробег, маршрут - Екб-Члб, название - ПБ-timestamp, ТС - 5т/36м3/15п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","20616","test_ftl_ml_tariff_add_lke[lke]","tests","Mon Sep 29 01:23:45 SAMT 2025","passed","Mon Sep 29 01:24:05 SAMT 2025","","test_tariff_ftl_add_lke","",""
"ЛКП. Тест создания специалиста Экс: ФИО - ФИО-timestamp, паспорт - РФ, тип - Грузчик, № паспорт/код/права/тлф.апп/тлф. - Рандом, работа - останавливаем/востанавливаем.","60642","test_loader_add_lkp[lkp]","tests","Sun Sep 28 23:21:37 SAMT 2025","broken","Sun Sep 28 23:22:38 SAMT 2025","","test_loader_add","",""
"ЛКП Тест фильтра 'Специалисты' в разделе справочники","61113","test_specialist_directory_lkp[lkp]","tests","Sun Sep 28 22:56:34 SAMT 2025","broken","Sun Sep 28 22:57:36 SAMT 2025","","test_filter_directory_lkp","",""
"ЛКП. Удаления поля Договор","6026","test_delete_custom_field_lkp[lkp]","tests","Mon Sep 29 00:17:37 SAMT 2025","passed","Mon Sep 29 00:17:43 SAMT 2025","","test_settings_custom_lkp","",""
"ЛКЗ. Тест FTL Рейс: тип - Город, подача - Сейчас, ТС - Груз 1.5т, кузов - Закрытый, адреса - Конкретные, публикация - Ставка","206174","test_ftl_order_lkz[lkz]","tests","Sun Sep 28 23:49:06 SAMT 2025","broken","Sun Sep 28 23:52:32 SAMT 2025","","test_order_ftl","",""
"ЛКЗ, Создание подразделения","8600","test_create_subdivision_lkz[lkz]","tests","Mon Sep 29 01:06:54 SAMT 2025","passed","Mon Sep 29 01:07:02 SAMT 2025","","test_subdivision_lkz","",""
"ЛКП Тест фильтра 'Водители' в разделе справочники","38961","test_driver_directory_lkp[lkp]","tests","Sun Sep 28 22:50:28 SAMT 2025","failed","Sun Sep 28 22:51:07 SAMT 2025","","test_filter_directory_lkp","",""
"ЛКЭ. Тест копирования FTL тарифа: фильтр - ПЧ, тип - Почасовой, округление - Час, название - ПЧ-timestamp, ТС - Старый, кузов - Старый, минималка - Рандом, оригинал - Удаляем","81567","test_tariff_ftl_h_copy_lke[lke]","tests","Mon Sep 29 01:11:38 SAMT 2025","broken","Mon Sep 29 01:13:00 SAMT 2025","","test_tariff_edit_lke","",""
"ЛКЭ, Редактирование и удаление подразделения","5773","test_edit_subdivision_lke[lke]","tests","Mon Sep 29 01:05:11 SAMT 2025","passed","Mon Sep 29 01:05:17 SAMT 2025","","test_subdivision_lke","",""
"ЛКЭ. Тест создания тягача Экс: номер - ТЯГ-timestamp, модель - Тягач, выпуск - 2023г, собственник - Подрядчик, добавить/заменить - ПП, эксплуатация - останавливаем/восстанавливаем","19906","test_tractor2_add_lke[lke]","tests","Mon Sep 29 01:54:06 SAMT 2025","failed","Mon Sep 29 01:54:26 SAMT 2025","","test_vehicle_add_lke","",""
"","1152","test_api_front_settings_lkp","tests","Sun Sep 28 22:03:10 SAMT 2025","passed","Sun Sep 28 22:03:11 SAMT 2025","","test_api_login","",""
"ЛКЗ, Тестирование: Принятие ФТЛ заявки за ЛКЭ и перепубликация на ЛКП","69526","test_republishing_new_ftl_lke_lkp[lke]","tests","Sun Sep 28 21:53:47 SAMT 2025","broken","Sun Sep 28 21:54:57 SAMT 2025","","test_new_cdr","",""
"ЛКП. Тест создания и редактирования специалиста ПВ: 1) создаем: ФИО - ФИО-timestamp, паспорт - РФ, тип - Грузчик/Сборщик/Карщик, годен до - 10.10.2045, № паспорт/код/права/тлф.апп/тлф. - Рандом.2) редактируем: ФИО - ФИО-timestamp, паспорт - Азербайджан/Баку, тип - Упаковщик/Стропальщик, годен до - 10.10.2045, № паспорт/код/права/тлф.апп/тлф. - Рандом.","61038","test_loader_edit_2_lkp[lkp]","tests","Sun Sep 28 23:27:36 SAMT 2025","broken","Sun Sep 28 23:28:37 SAMT 2025","","test_loader_edit","",""
"ЛКП. Тест фильтров в разделе Все FTl-рейсы ","6143","test_filter_order_ftl_lkp[lkp]","tests","Sun Sep 28 23:11:10 SAMT 2025","failed","Sun Sep 28 23:11:16 SAMT 2025","","test_filter_old_ftl","",""
"ЛКП, Создание подразделения","9393","test_create_subdivision_lkp[lkp]","tests","Mon Sep 29 01:05:34 SAMT 2025","passed","Mon Sep 29 01:05:44 SAMT 2025","","test_subdivision_lkp","",""
"ЛКП. Тест сортировок списков рейсов по всем столбцам","59710","test_sorting_orders_lkp[lkp]","tests","Mon Sep 29 00:32:53 SAMT 2025","passed","Mon Sep 29 00:33:52 SAMT 2025","","test_sorting","",""
"ЛКЗ Тест фильтра 'Тарифы' в разделе справочники","27715","test_tariff_directory_lke[lke]","tests","Sun Sep 28 22:43:37 SAMT 2025","passed","Sun Sep 28 22:44:05 SAMT 2025","","test_filter_directory_lke","",""
"ЛКЭ. Тест создания специалиста Экс: ФИО - ФИО-timestamp, паспорт - РФ, тип - Грузчик, № паспорт/код/права/тлф.апп/тлф. - Рандом, работа - останавливаем/востанавливаем.","61051","test_loader_add_lke[lke]","tests","Sun Sep 28 23:20:22 SAMT 2025","broken","Sun Sep 28 23:21:23 SAMT 2025","","test_loader_add","",""
"ЛКП, Редактирование и удаление подразделения","5467","test_edit_subdivision_lkp[lkp]","tests","Mon Sep 29 01:06:31 SAMT 2025","passed","Mon Sep 29 01:06:36 SAMT 2025","","test_subdivision_lkp","",""
"ЛКЭ. Тест создания и редактирования ПП Экс: 1) создаем ПП: номер - ПП-timestamp, модель - Полуприцеп, выпуск - 2020г, собственник - Аренда,тип - Цистерна, кузов - Цистерна, грузоподемность/объем/высота/отсеков - Мин. доп.парам - Нет2) редактируем ПП: тип - Автовоз, кузов - Автовоз, грузоподемность/высота/машин - Макс, доп.парам - Все","25454","test_semitrailer_edit_lke[lke]","tests","Mon Sep 29 02:02:23 SAMT 2025","failed","Mon Sep 29 02:02:48 SAMT 2025","","test_vehicle_edit_lke","",""
"ЛКЗ. Тест создания FTL тарифа: тип - Фиксированный, маршрут - Точка-Точка, название - ТТ-timestamp, ТС - 1.5т/9м3/4п, адреса - Первый и Второй в списке, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","143996","test_ftl_pp_tariff_add_lkz[lkz]","tests","Mon Sep 29 01:27:41 SAMT 2025","passed","Mon Sep 29 01:30:05 SAMT 2025","","test_tariff_ftl_add_lkz","",""
"Тест регистрации личного кабинета Экспедитора: регистрация - Прямая, тлф. - 98+get_timestamp_eight_signs, инн - Рандом, лицо - Юридическое, почта - Etimestamp@mail.ru, пользователь - Регресс Экс, после создания заходим в ЛК и проверяем ИНН","35335","test_registration_new_lke[without_login]","tests","Sun Sep 28 23:57:15 SAMT 2025","passed","Sun Sep 28 23:57:50 SAMT 2025","","test_registration","",""
"ЛКП, Тестирование: Подтверждаем заявку","69040","test_lkp_confirm_delivery[lkp]","tests","Sun Sep 28 21:52:24 SAMT 2025","broken","Sun Sep 28 21:53:33 SAMT 2025","","test_new_cdr","",""
"ЛКЗ. Тест редактирования пользователя: 1) создание пользователя и фильтрация по его фамилии, 2) редактируем: ФИО - ФИО-timestamp, тип - API, роль - Логист, тлф - Рандом, email - Etimestamp@mail.ru, часовой пояс - Абиджан","42219","test_user_edit_lkz[lkz]","tests","Mon Sep 29 01:47:03 SAMT 2025","passed","Mon Sep 29 01:47:45 SAMT 2025","","test_user_edit_lkz","",""
"ЛКЭ. Тест редактирования пользователя: 1) создание пользователя и фильтрация по его фамилии, 2) редактируем: ФИО - ФИО-timestamp, тип - API, роль - Логист, тлф - Рандом, email - Etimestamp@mail.ru, часовой пояс - Абиджан","52502","test_first_user_edit_lke[lke]","tests","Mon Sep 29 01:40:16 SAMT 2025","passed","Mon Sep 29 01:41:09 SAMT 2025","","test_user_edit_lke","",""
"ЛКЗ. Тест создания LTL тарифа: название - LTL-timestamp, тип - Короб, мин.вес/объем вес/сбор прям./сбор обр. - Рандом, регион - Свердл/Алтай, минималка/доплата/темп.коэф/срок - Рандом","74693","test_ltl_tariff_add_lkz[lkz]","tests","Mon Sep 29 01:34:12 SAMT 2025","broken","Mon Sep 29 01:35:26 SAMT 2025","","test_tariff_ltl_add_lkz","",""
"ЛКП. Тест создания ПРР тарифа: название - ПРР-timestamp, спец. - Грузчик, минималка/доплата/МКАД - Рандом","14179","test_luo_tariff_add_lkp[lkp]","tests","Mon Sep 29 01:36:13 SAMT 2025","passed","Mon Sep 29 01:36:27 SAMT 2025","","test_tariff_luo_add_lkp","",""
"ЛКЭ. Тест маршрутизации ГМ ГВ: создаем - ГМ ГВ, маршрутизируем - ТС 20т/90м3/ 33пал","124101","test_cargo_place_routing_lke[lke]","tests","Sun Sep 28 22:18:25 SAMT 2025","broken","Sun Sep 28 22:20:29 SAMT 2025","","test_cargo_place_operations","",""
"ЛКП. Тест редактирования водителя: ФИО - ФИО-timestamp, паспорт/права - РФ/Другой, права - Тирана/10.10.10, № паспорт/код/права/тлф.апп/тлф. - Рандом, книжка - Да","28037","test_driver_edit_2_own_lkp[lkp]","tests","Sun Sep 28 22:38:24 SAMT 2025","passed","Sun Sep 28 22:38:52 SAMT 2025","","test_driver_edit_lkp","",""
"ЛКЭ. Тест создания FTL тарифа: тип - Почасовой, округление - Час, название - ПЧ-timestamp, ТС - 0.5т, кузов - Закрытый, минималка - Рандом","19476","test_ftl_hh_tariff_add_lke[lke]","tests","Mon Sep 29 01:20:44 SAMT 2025","passed","Mon Sep 29 01:21:03 SAMT 2025","","test_tariff_ftl_add_lke","",""
"ЛКЗ. Тест фильтров в разделе Регулярные Рейсы ","17478","test_filter_regular_order_lkz[lkz]","tests","Sun Sep 28 23:12:41 SAMT 2025","broken","Sun Sep 28 23:12:58 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ, Тестирование: фильтры в разделе ""Задания""","119170","test_filter_assignment_lkz[lkz]","tests","Sun Sep 28 23:04:01 SAMT 2025","broken","Sun Sep 28 23:06:01 SAMT 2025","","test_filter_lkz","",""
"ЛКЗ. Тест создания FTL тарифа: тип - Пробег, маршрут - Екб-Члб, название - ПБ-timestamp, ТС - 5т/36м3/15п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","21142","test_ftl_ml_tariff_add_lkz[lkz]","tests","Mon Sep 29 01:30:23 SAMT 2025","passed","Mon Sep 29 01:30:44 SAMT 2025","","test_tariff_ftl_add_lkz","",""
"ЛКЗ. Тест фильтров в разделе Отложенные Рейсы ","9189","test_filter_delayed_order_lkz[lkz]","tests","Sun Sep 28 23:11:30 SAMT 2025","failed","Sun Sep 28 23:11:39 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЕ. Тест фильтров в разделе Активные old FTL-заявки ","5265","test_filter_old_ftl_lke[lke]","tests","Sun Sep 28 23:09:50 SAMT 2025","failed","Sun Sep 28 23:09:56 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ. Тест фильтров в разделе Активные old FTL-заявки ","5178","test_filter_old_ftl_lkz[lkz]","tests","Sun Sep 28 23:09:23 SAMT 2025","failed","Sun Sep 28 23:09:28 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ. Тест №2 Редактирование кастомных полей","26913","test_two_custom_settings_lkz[lkz]","tests","Mon Sep 29 00:20:12 SAMT 2025","failed","Mon Sep 29 00:20:39 SAMT 2025","","test_settings_custom_lkz","",""
"ЛКП Тест фильтра 'Тягачи' в разделе справочники","30444","test_tractor_directory_lkp[lkp]","tests","Sun Sep 28 22:54:47 SAMT 2025","failed","Sun Sep 28 22:55:18 SAMT 2025","","test_filter_directory_lkp","",""
"ЛКП. Тест сортировок списков транспортных средств по всем столбцам","164811","test_sorting_transport_lkp[lkp]","tests","Mon Sep 29 01:01:15 SAMT 2025","passed","Mon Sep 29 01:04:00 SAMT 2025","","test_sorting","",""
"ЛКЗ. Тест копирования FTL тарифа: фильтр - ГГ, тип - Фиксированный, маршрут - Старый, название - ГГ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","8952","test_tariff_ftl_cc_copy_lkz[lkz]","tests","Mon Sep 29 01:19:23 SAMT 2025","passed","Mon Sep 29 01:19:32 SAMT 2025","","test_tariff_edit_lkz","",""
